Environment,Subject,Action,Start,End,Length
E03,S21,A24,102,125,23
E03,S21,A24,126,146,20
E03,S21,A24,147,169,22
E03,S21,A24,170,193,23
E03,S21,A24,194,212,18
E03,S21,A24,213,235,22
E03,S21,A24,236,257,21
E03,S21,A24,258,281,23
E03,S21,A25,1,16,15
E03,S21,A25,17,36,19
E03,S21,A25,37,58,21
E03,S21,A25,59,83,24
E03,S21,A25,84,109,25
E03,S21,A25,110,135,25
E03,S21,A25,136,160,24
E03,S21,A25,161,187,26
E03,S21,A25,188,214,26
E03,S21,A25,215,238,23
E03,S21,A25,239,265,26
E03,S21,A25,266,291,25
E03,S21,A26,8,18,10
E03,S21,A26,19,30,11
E03,S21,A26,31,41,10
E03,S21,A26,42,53,11
E03,S21,A26,54,64,10
E03,S21,A26,65,76,11
E03,S21,A26,77,88,11
E03,S21,A26,89,99,10
E03,S21,A26,100,110,10
E03,S21,A26,111,122,11
E03,S21,A26,123,133,10
E03,S21,A26,134,145,11
E03,S21,A26,146,156,10
E03,S21,A26,157,168,11
E03,S21,A26,169,179,10
E03,S21,A26,180,191,11
E03,S21,A26,192,203,11
E03,S21,A26,204,214,10
E03,S21,A26,215,225,10
E03,S21,A26,226,237,11
E03,S21,A26,238,248,10
E03,S21,A26,249,260,11
E03,S21,A26,261,271,10
E03,S21,A26,272,283,11
E03,S21,A26,284,294,10
E03,S21,A27,1,29,28
E03,S21,A27,171,199,28
E03,S22,A04,2,12,10
E03,S22,A04,13,27,14
E03,S22,A04,28,43,15
E03,S22,A04,44,60,16
E03,S22,A04,61,77,16
E03,S22,A04,78,95,17
E03,S22,A04,96,113,17
E03,S22,A04,114,130,16
E03,S22,A04,131,148,17
E03,S22,A04,149,166,17
E03,S22,A04,167,183,16
E03,S22,A04,184,200,16
E03,S22,A04,201,218,17
E03,S22,A04,219,236,17
E03,S22,A04,237,252,15
E03,S22,A04,253,271,18
E03,S22,A04,272,289,17
E03,S22,A05,1,11,10
E03,S22,A05,12,30,18
E03,S22,A05,31,49,18
E03,S22,A05,50,66,16
E03,S22,A05,67,86,19
E03,S22,A05,87,103,16
E03,S22,A05,104,122,18
E03,S22,A05,123,140,17
E03,S22,A05,141,160,19
E03,S22,A05,161,180,19
E03,S22,A05,181,198,17
E03,S22,A05,199,217,18
E03,S22,A05,218,236,18
E03,S22,A05,237,256,19
E03,S22,A05,257,276,19
E03,S22,A05,277,296,19
E03,S22,A07,1,23,22
E03,S22,A07,24,54,30
E03,S22,A07,55,85,30
E03,S22,A07,86,116,30
E03,S22,A07,117,145,28
E03,S22,A07,146,174,28
E03,S22,A07,175,204,29
E03,S22,A07,205,232,27
E03,S22,A07,233,259,26
E03,S22,A07,260,289,29
E03,S22,A08,1,19,18
E03,S22,A08,52,81,29
E03,S22,A08,82,111,29
E03,S22,A08,146,175,29
E03,S22,A08,176,206,30
E03,S22,A08,239,267,28
E03,S22,A09,9,22,13
E03,S22,A09,23,37,14
E03,S22,A09,38,51,13
E03,S22,A09,52,66,14
E03,S22,A09,67,82,15
E03,S22,A09,83,97,14
E03,S22,A09,98,113,15
E03,S22,A09,114,128,14
E03,S22,A09,129,143,14
E03,S22,A09,144,159,15
E03,S22,A09,160,174,14
E03,S22,A09,175,190,15
E03,S22,A09,191,204,13
E03,S22,A09,205,220,15
E03,S22,A09,221,235,14
E03,S22,A09,236,249,13
E03,S22,A09,250,264,14
E03,S22,A09,265,279,14
E03,S22,A09,280,294,14
E03,S22,A10,1,13,12
E03,S22,A10,14,27,13
E03,S22,A10,28,42,14
E03,S22,A10,43,56,13
E03,S22,A10,57,71,14
E03,S22,A10,72,86,14
E03,S22,A10,87,102,15
E03,S22,A10,103,118,15
E03,S22,A10,119,132,13
E03,S22,A10,133,148,15
E03,S22,A10,149,164,15
E03,S22,A10,165,181,16
E03,S22,A10,182,198,16
E03,S22,A10,199,214,15
E03,S22,A10,215,229,14
E03,S22,A10,230,244,14
E03,S22,A10,245,260,15
E03,S22,A10,261,274,13
E03,S22,A10,275,290,15
E03,S22,A11,1,21,20
E03,S22,A11,22,49,27
E03,S22,A11,82,112,30
E03,S22,A11,113,143,30
E03,S22,A11,144,174,30
E03,S22,A11,175,202,27
E03,S22,A11,236,265,29
E03,S22,A11,266,296,30
E03,S22,A12,1,18,17
E03,S22,A12,19,40,21
E03,S22,A12,41,62,21
E03,S22,A12,63,86,23
E03,S22,A12,87,110,23
E03,S22,A12,111,132,21
E03,S22,A12,133,155,22
E03,S22,A12,156,176,20
E03,S22,A12,177,199,22
E03,S22,A12,200,221,21
E03,S22,A12,222,245,23
E03,S22,A12,246,267,21
E03,S22,A12,268,290,22
E03,S22,A13,1,12,11
E03,S22,A13,13,36,23
E03,S22,A13,37,59,22
E03,S22,A13,60,86,26
E03,S22,A13,87,110,23
E03,S22,A13,111,134,23
E03,S22,A13,135,160,25
E03,S22,A13,161,185,24
E03,S22,A13,186,211,25
E03,S22,A13,212,239,27
E03,S22,A13,240,265,25
E03,S22,A13,266,293,27
E03,S22,A14,10,31,21
E03,S22,A14,32,57,25
E03,S22,A14,58,85,27
E03,S22,A14,86,111,25
E03,S22,A14,112,136,24
E03,S22,A14,137,162,25
E03,S22,A14,163,188,25
E03,S22,A14,189,214,25
E03,S22,A14,215,240,25
E03,S22,A14,241,267,26
E03,S22,A14,268,294,26
E03,S22,A15,1,23,22
E03,S22,A15,24,53,29
E03,S22,A15,54,81,27
E03,S22,A15,82,111,29
E03,S22,A15,112,140,28
E03,S22,A15,141,167,26
E03,S22,A15,168,194,26
E03,S22,A15,195,219,24
E03,S22,A15,220,248,28
E03,S22,A15,249,276,27
E03,S22,A16,1,23,22
E03,S22,A16,24,48,24
E03,S22,A16,49,74,25
E03,S22,A16,75,100,25
E03,S22,A16,101,127,26
E03,S22,A16,128,153,25
E03,S22,A16,154,180,26
E03,S22,A16,181,206,25
E03,S22,A16,207,233,26
E03,S22,A16,234,260,26
E03,S22,A16,261,286,25
E03,S22,A17,2,17,15
E03,S22,A17,18,35,17
E03,S22,A17,36,54,18
E03,S22,A17,55,75,20
E03,S22,A17,76,96,20
E03,S22,A17,97,118,21
E03,S22,A17,119,138,19
E03,S22,A17,139,159,20
E03,S22,A17,160,182,22
E03,S22,A17,183,203,20
E03,S22,A17,204,226,22
E03,S22,A17,227,247,20
E03,S22,A17,248,267,19
E03,S22,A17,268,287,19
E03,S22,A18,1,14,13
E03,S22,A18,15,33,18
E03,S22,A18,34,51,17
E03,S22,A18,52,72,20
E03,S22,A18,73,92,19
E03,S22,A18,93,112,19
E03,S22,A18,113,131,18
E03,S22,A18,132,151,19
E03,S22,A18,152,171,19
E03,S22,A18,172,190,18
E03,S22,A18,191,211,20
E03,S22,A18,212,231,19
E03,S22,A18,232,249,17
E03,S22,A18,250,269,19
E03,S22,A18,270,290,20
E03,S22,A19,1,15,14
E03,S22,A19,16,46,30
E03,S22,A19,47,76,29
E03,S22,A19,77,102,25
E03,S22,A19,103,130,27
E03,S22,A19,131,157,26
E03,S22,A19,190,217,27
E03,S22,A19,218,245,27
E03,S22,A19,246,271,25
E03,S22,A20,1,24,23
E03,S22,A20,91,121,30
E03,S22,A20,223,253,30
E03,S22,A21,1,31,30
E03,S22,A21,32,62,30
E03,S22,A22,1,20,19
E03,S22,A22,21,46,25
E03,S22,A22,47,72,25
E03,S22,A22,73,100,27
E03,S22,A22,101,126,25
E03,S22,A22,127,150,23
E03,S22,A22,151,176,25
E03,S22,A22,177,197,20
E03,S22,A22,198,223,25
E03,S22,A22,224,247,23
E03,S22,A22,248,272,24
E03,S22,A22,273,296,23
E03,S22,A23,1,19,18
E03,S22,A23,20,42,22
E03,S22,A23,43,69,26
E03,S22,A23,70,97,27
E03,S22,A23,98,126,28
E03,S22,A23,127,150,23
E03,S22,A23,151,175,24
E03,S22,A23,176,200,24
E03,S22,A23,201,227,26
E03,S22,A23,228,253,25
E03,S22,A23,254,272,18
E03,S22,A24,1,15,14
E03,S22,A24,16,37,21
E03,S22,A24,38,62,24
E03,S22,A24,63,87,24
E03,S22,A24,88,111,23
E03,S22,A24,112,136,24
E03,S22,A24,137,160,23
E03,S22,A24,161,184,23
E03,S22,A24,185,207,22
E03,S22,A24,208,228,20
E03,S22,A24,229,251,22
E03,S22,A24,252,275,23
E03,S22,A24,276,297,21
E03,S22,A25,1,13,12
E03,S22,A25,14,33,19
E03,S22,A25,34,52,18
E03,S22,A25,53,74,21
E03,S22,A25,75,95,20
E03,S22,A25,96,117,21
E03,S22,A25,118,138,20
E03,S22,A25,139,158,19
E03,S22,A25,159,179,20
E03,S22,A25,180,201,21
E03,S22,A25,202,219,17
E03,S22,A25,220,241,21
E03,S22,A25,242,261,19
E03,S22,A25,262,283,21
E03,S22,A26,1,13,12
E03,S22,A26,14,29,15
E03,S22,A26,30,43,13
E03,S22,A26,44,59,15
E03,S22,A26,60,80,20
E03,S22,A26,81,98,17
E03,S22,A26,99,117,18
E03,S22,A26,118,136,18
E03,S22,A26,137,155,18
E03,S22,A26,156,174,18
E03,S22,A26,175,194,19
E03,S22,A26,195,212,17
E03,S22,A26,213,231,18
E03,S22,A26,232,249,17
E03,S22,A26,250,269,19
E03,S22,A26,270,289,19
E03,S22,A27,1,18,17
E03,S22,A27,55,85,30
E03,S22,A27,118,145,27
E03,S22,A27,146,174,28
E03,S22,A27,175,203,28
E03,S22,A27,204,231,27
E03,S22,A27,232,262,30
E03,S22,A27,263,289,26
E03,S23,A04,9,30,21
E03,S23,A04,31,54,23
E03,S23,A04,55,76,21
E03,S23,A04,77,98,21
E03,S23,A04,99,120,21
E03,S23,A04,121,142,21
E03,S23,A04,143,165,22
E03,S23,A04,166,187,21
E03,S23,A04,188,210,22
E03,S23,A04,211,233,22
E03,S23,A04,234,254,20
E03,S23,A04,255,276,21
E03,S23,A05,1,11,10
E03,S23,A05,12,31,19
E03,S23,A05,32,54,22
E03,S23,A05,55,75,20
E03,S23,A05,76,98,22
E03,S23,A05,99,119,20
E03,S23,A05,120,141,21
E03,S23,A05,142,163,21
E03,S23,A05,164,184,20
E03,S23,A05,185,206,21
E03,S23,A05,207,226,19
E03,S23,A05,227,248,21
E03,S23,A05,249,269,20
E03,S23,A05,270,290,20
E03,S23,A07,1,24,23
E03,S23,A07,266,296,30
E03,S23,A08,1,22,21
E03,S23,A08,55,85,30
E03,S23,A08,86,114,28
E03,S23,A09,1,13,12
E03,S23,A09,14,37,23
E03,S23,A09,38,61,23
E03,S23,A09,62,84,22
E03,S23,A09,85,111,26
E03,S23,A09,112,133,21
E03,S23,A09,134,160,26
E03,S23,A09,161,182,21
E03,S23,A09,183,207,24
E03,S23,A09,208,232,24
E03,S23,A09,233,255,22
E03,S23,A09,256,280,24
E03,S23,A10,1,13,12
E03,S23,A10,14,37,23
E03,S23,A10,38,61,23
E03,S23,A10,62,86,24
E03,S23,A10,87,111,24
E03,S23,A10,112,135,23
E03,S23,A10,136,158,22
E03,S23,A10,159,185,26
E03,S23,A10,186,211,25
E03,S23,A10,212,236,24
E03,S23,A10,237,262,25
E03,S23,A10,263,289,26
E03,S23,A11,1,19,18
E03,S23,A12,1,16,15
E03,S23,A12,17,42,25
E03,S23,A12,43,71,28
E03,S23,A12,108,129,21
E03,S23,A12,130,157,27
E03,S23,A12,192,218,26
E03,S23,A12,219,246,27
E03,S23,A12,247,277,30
E03,S23,A12,278,296,18
E03,S23,A13,1,20,19
E03,S23,A13,21,49,28
E03,S23,A13,115,145,30
E03,S23,A13,146,175,29
E03,S23,A13,176,204,28
E03,S23,A13,205,232,27
E03,S23,A13,233,260,27
E03,S23,A13,261,290,29
E03,S23,A14,1,17,16
E03,S23,A14,18,45,27
E03,S23,A14,46,73,27
E03,S23,A14,74,103,29
E03,S23,A14,104,131,27
E03,S23,A14,132,160,28
E03,S23,A14,161,190,29
E03,S23,A14,191,217,26
E03,S23,A14,218,246,28
E03,S23,A14,247,275,28
E03,S23,A15,1,17,16
E03,S23,A15,18,47,29
E03,S23,A15,48,76,28
E03,S23,A15,77,104,27
E03,S23,A15,105,134,29
E03,S23,A15,135,163,28
E03,S23,A15,164,192,28
E03,S23,A15,193,222,29
E03,S23,A15,223,251,28
E03,S23,A15,252,278,26
E03,S23,A16,1,17,16
E03,S23,A16,18,45,27
E03,S23,A16,46,73,27
E03,S23,A16,74,101,27
E03,S23,A16,102,130,28
E03,S23,A16,131,160,29
E03,S23,A16,161,188,27
E03,S23,A16,189,217,28
E03,S23,A16,218,245,27
E03,S23,A16,246,275,29
E03,S23,A17,11,30,19
E03,S23,A17,31,51,20
E03,S23,A17,52,73,21
E03,S23,A17,74,95,21
E03,S23,A17,96,116,20
E03,S23,A17,117,139,22
E03,S23,A17,140,162,22
E03,S23,A17,163,185,22
E03,S23,A17,186,209,23
E03,S23,A17,210,232,22
E03,S23,A17,233,255,22
E03,S23,A17,256,278,22
E03,S23,A18,1,11,10
E03,S23,A18,12,33,21
E03,S23,A18,34,56,22
E03,S23,A18,57,79,22
E03,S23,A18,80,100,20
E03,S23,A18,101,122,21
E03,S23,A18,123,143,20
E03,S23,A18,144,165,21
E03,S23,A18,166,188,22
E03,S23,A18,189,211,22
E03,S23,A18,212,234,22
E03,S23,A18,235,257,22
E03,S23,A18,258,279,21
E03,S23,A19,1,19,18
E03,S23,A19,84,114,30
E03,S23,A19,181,211,30
E03,S23,A19,245,274,29
E03,S23,A20,1,21,20
E03,S23,A20,22,52,30
E03,S23,A20,53,82,29
E03,S23,A20,83,112,29
E03,S23,A20,113,140,27
E03,S23,A20,141,169,28
E03,S23,A20,170,199,29
E03,S23,A20,200,225,25
E03,S23,A20,226,254,28
E03,S23,A20,255,284,29
E03,S23,A21,1,20,19
E03,S23,A21,21,49,28
E03,S23,A21,50,78,28
E03,S23,A21,79,109,30
E03,S23,A21,110,139,29
E03,S23,A21,140,170,30
E03,S23,A21,171,200,29
E03,S23,A21,234,262,28
E03,S23,A21,263,292,29
E03,S23,A22,1,24,23
E03,S23,A22,25,54,29
E03,S23,A22,55,84,29
E03,S23,A22,117,145,28
E03,S23,A22,146,176,30
E03,S23,A22,209,239,30
E03,S23,A22,240,268,28
E03,S23,A23,1,19,18
E03,S23,A23,20,48,28
E03,S23,A23,49,74,25
E03,S23,A23,75,102,27
E03,S23,A23,103,130,27
E03,S23,A23,131,159,28
E03,S23,A23,160,187,27
E03,S23,A23,188,216,28
E03,S23,A23,217,245,28
E03,S23,A23,246,275,29
E03,S23,A24,1,15,14
E03,S23,A24,16,37,21
E03,S23,A24,38,63,25
E03,S23,A24,64,90,26
E03,S23,A24,91,116,25
E03,S23,A24,117,146,29
E03,S23,A24,147,171,24
E03,S23,A24,172,197,25
E03,S23,A24,198,224,26
E03,S23,A24,225,250,25
E03,S23,A24,251,275,24
E03,S23,A24,276,296,20
E03,S23,A25,1,18,17
E03,S23,A25,19,43,24
E03,S23,A25,44,68,24
E03,S23,A25,69,96,27
E03,S23,A25,97,121,24
E03,S23,A25,122,150,28
E03,S23,A25,151,174,23
E03,S23,A25,175,204,29
E03,S23,A25,205,231,26
E03,S23,A25,232,258,26
E03,S23,A25,259,284,25
E03,S23,A26,8,18,10
E03,S23,A26,19,29,10
E03,S23,A26,30,41,11
E03,S23,A26,42,52,10
E03,S23,A26,53,63,10
E03,S23,A26,64,74,10
E03,S23,A26,75,86,11
E03,S23,A26,87,97,10
E03,S23,A26,98,108,10
E03,S23,A26,109,119,10
E03,S23,A26,120,131,11
E03,S23,A26,132,143,11
E03,S23,A26,144,155,11
E03,S23,A26,156,166,10
E03,S23,A26,167,178,11
E03,S23,A26,179,190,11
E03,S23,A26,191,202,11
E03,S23,A26,203,213,10
E03,S23,A26,214,225,11
E03,S23,A26,226,237,11
E03,S23,A26,238,249,11
E03,S23,A26,250,260,10
E03,S23,A26,261,272,11
E03,S23,A26,273,284,11
E03,S23,A26,285,295,10
E03,S23,A27,1,11,10
E03,S23,A27,12,40,28
E03,S23,A27,75,104,29
E03,S23,A27,105,133,28
E03,S23,A27,134,163,29
E03,S23,A27,164,192,28
E03,S23,A27,193,221,28
E03,S23,A27,222,250,28
E03,S24,A04,7,25,18
E03,S24,A04,26,44,18
E03,S24,A04,45,64,19
E03,S24,A04,65,82,17
E03,S24,A04,83,102,19
E03,S24,A04,103,121,18
E03,S24,A04,122,139,17
E03,S24,A04,140,157,17
E03,S24,A04,158,175,17
E03,S24,A04,176,193,17
E03,S24,A04,194,210,16
E03,S24,A04,211,228,17
E03,S24,A04,229,246,17
E03,S24,A04,247,264,17
E03,S24,A04,265,282,17
E03,S24,A05,1,12,11
E03,S24,A05,13,29,16
E03,S24,A05,30,47,17
E03,S24,A05,48,63,15
E03,S24,A05,64,80,16
E03,S24,A05,81,99,18
E03,S24,A05,100,116,16
E03,S24,A05,117,133,16
E03,S24,A05,134,150,16
E03,S24,A05,151,166,15
E03,S24,A05,167,184,17
E03,S24,A05,185,202,17
E03,S24,A05,203,220,17
E03,S24,A05,221,237,16
E03,S24,A05,238,254,16
E03,S24,A05,255,271,16
E03,S24,A05,272,289,17
E03,S24,A07,8,25,17
E03,S24,A07,26,42,16
E03,S24,A07,43,60,17
E03,S24,A07,61,76,15
E03,S24,A07,77,93,16
E03,S24,A07,94,110,16
E03,S24,A07,111,127,16
E03,S24,A07,128,144,16
E03,S24,A07,145,161,16
E03,S24,A07,162,178,16
E03,S24,A07,179,196,17
E03,S24,A07,197,213,16
E03,S24,A07,214,230,16
E03,S24,A07,231,247,16
E03,S24,A07,248,264,16
E03,S24,A07,265,281,16
E03,S24,A07,282,297,15
E03,S24,A08,2,18,16
E03,S24,A08,19,35,16
E03,S24,A08,36,52,16
E03,S24,A08,53,69,16
E03,S24,A08,70,86,16
E03,S24,A08,87,102,15
E03,S24,A08,103,119,16
E03,S24,A08,120,136,16
E03,S24,A08,137,152,15
E03,S24,A08,153,170,17
E03,S24,A08,171,186,15
E03,S24,A08,187,204,17
E03,S24,A08,205,220,15
E03,S24,A08,221,237,16
E03,S24,A08,238,255,17
E03,S24,A08,256,271,15
E03,S24,A08,272,288,16
E03,S24,A09,8,24,16
E03,S24,A09,25,39,14
E03,S24,A09,40,56,16
E03,S24,A09,57,73,16
E03,S24,A09,74,88,14
E03,S24,A09,89,102,13
E03,S24,A09,103,116,13
E03,S24,A09,117,130,13
E03,S24,A09,131,145,14
E03,S24,A09,146,159,13
E03,S24,A09,160,174,14
E03,S24,A09,175,189,14
E03,S24,A09,190,203,13
E03,S24,A09,204,217,13
E03,S24,A09,218,232,14
E03,S24,A09,233,246,13
E03,S24,A09,247,260,13
E03,S24,A09,261,274,13
E03,S24,A09,275,288,13
E03,S24,A10,2,15,13
E03,S24,A10,16,28,12
E03,S24,A10,29,41,12
E03,S24,A10,42,54,12
E03,S24,A10,55,66,11
E03,S24,A10,67,79,12
E03,S24,A10,80,91,11
E03,S24,A10,92,104,12
E03,S24,A10,105,118,13
E03,S24,A10,119,131,12
E03,S24,A10,132,144,12
E03,S24,A10,145,158,13
E03,S24,A10,159,171,12
E03,S24,A10,172,185,13
E03,S24,A10,186,197,11
E03,S24,A10,198,211,13
E03,S24,A10,212,223,11
E03,S24,A10,224,235,11
E03,S24,A10,236,249,13
E03,S24,A10,250,261,11
E03,S24,A10,262,274,12
E03,S24,A10,275,287,12
E03,S24,A11,2,18,16
E03,S24,A11,19,36,17
E03,S24,A11,37,54,17
E03,S24,A11,55,71,16
E03,S24,A11,72,89,17
E03,S24,A11,90,107,17
E03,S24,A11,108,125,17
E03,S24,A11,126,143,17
E03,S24,A11,144,161,17
E03,S24,A11,162,179,17
E03,S24,A11,180,197,17
E03,S24,A11,198,215,17
E03,S24,A11,216,234,18
E03,S24,A11,235,253,18
E03,S24,A11,254,271,17
E03,S24,A11,272,290,18
E03,S24,A12,1,13,12
E03,S24,A12,14,29,15
E03,S24,A12,30,45,15
E03,S24,A12,46,61,15
E03,S24,A12,62,77,15
E03,S24,A12,78,94,16
E03,S24,A12,95,110,15
E03,S24,A12,111,125,14
E03,S24,A12,126,141,15
E03,S24,A12,142,156,14
E03,S24,A12,157,171,14
E03,S24,A12,172,186,14
E03,S24,A12,187,202,15
E03,S24,A12,203,217,14
E03,S24,A12,218,233,15
E03,S24,A12,234,249,15
E03,S24,A12,250,268,18
E03,S24,A12,269,284,15
E03,S24,A13,10,29,19
E03,S24,A13,30,47,17
E03,S24,A13,48,66,18
E03,S24,A13,67,84,17
E03,S24,A13,85,103,18
E03,S24,A13,104,117,13
E03,S24,A13,118,133,15
E03,S24,A13,134,155,21
E03,S24,A13,156,172,16
E03,S24,A13,173,189,16
E03,S24,A13,190,207,17
E03,S24,A13,208,225,17
E03,S24,A13,226,243,17
E03,S24,A13,244,261,17
E03,S24,A13,262,279,17
E03,S24,A13,280,297,17
E03,S24,A14,1,18,17
E03,S24,A14,19,38,19
E03,S24,A14,39,56,17
E03,S24,A14,57,74,17
E03,S24,A14,75,93,18
E03,S24,A14,94,111,17
E03,S24,A14,112,129,17
E03,S24,A14,130,147,17
E03,S24,A14,148,166,18
E03,S24,A14,167,184,17
E03,S24,A14,185,202,17
E03,S24,A14,203,221,18
E03,S24,A14,222,240,18
E03,S24,A14,241,259,18
E03,S24,A14,260,278,18
E03,S24,A14,279,297,18
E03,S24,A15,1,16,15
E03,S24,A15,17,44,27
E03,S24,A15,45,71,26
E03,S24,A15,72,96,24
E03,S24,A15,97,121,24
E03,S24,A15,122,148,26
E03,S24,A15,149,172,23
E03,S24,A15,173,197,24
E03,S24,A15,198,223,25
E03,S24,A15,256,286,30
E03,S24,A16,1,19,18
E03,S24,A16,20,47,27
E03,S24,A16,48,74,26
E03,S24,A16,75,102,27
E03,S24,A16,103,130,27
E03,S24,A16,131,159,28
E03,S24,A16,160,189,29
E03,S24,A16,190,218,28
E03,S24,A16,219,248,29
E03,S24,A16,249,276,27
E03,S24,A17,5,17,12
E03,S24,A17,18,29,11
E03,S24,A17,30,41,11
E03,S24,A17,42,53,11
E03,S24,A17,54,65,11
E03,S24,A17,66,76,10
E03,S24,A17,77,87,10
E03,S24,A17,88,99,11
E03,S24,A17,100,110,10
E03,S24,A17,111,121,10
E03,S24,A17,122,133,11
E03,S24,A17,144,155,11
E03,S24,A17,156,166,10
E03,S24,A17,167,177,10
E03,S24,A17,178,189,11
E03,S24,A17,190,201,11
E03,S24,A17,202,212,10
E03,S24,A17,213,224,11
E03,S24,A17,225,235,10
E03,S24,A17,236,246,10
E03,S24,A17,247,259,12
E03,S24,A17,260,270,10
E03,S24,A17,271,282,11
E03,S24,A17,283,293,10
E03,S24,A18,1,13,12
E03,S24,A18,14,26,12
E03,S24,A18,27,38,11
E03,S24,A18,39,50,11
E03,S24,A18,51,63,12
E03,S24,A18,64,75,11
E03,S24,A18,76,88,12
E03,S24,A18,89,101,12
E03,S24,A18,102,114,12
E03,S24,A18,115,127,12
E03,S24,A18,128,139,11
E03,S24,A18,140,151,11
E03,S24,A18,152,164,12
E03,S24,A18,165,176,11
E03,S24,A18,177,189,12
E03,S24,A18,190,201,11
E03,S24,A18,202,213,11
E03,S24,A18,214,225,11
E03,S24,A18,226,237,11
E03,S24,A18,238,249,11
E03,S24,A18,250,262,12
E03,S24,A18,263,274,11
E03,S24,A18,275,286,11
E03,S24,A19,3,26,23
E03,S24,A19,27,54,27
E03,S24,A19,55,80,25
E03,S24,A19,81,107,26
E03,S24,A19,108,130,22
E03,S24,A19,131,153,22
E03,S24,A19,154,177,23
E03,S24,A19,178,199,21
E03,S24,A19,200,226,26
E03,S24,A19,227,252,25
E03,S24,A19,253,275,22
E03,S24,A20,10,30,20
E03,S24,A20,31,53,22
E03,S24,A20,54,77,23
E03,S24,A20,78,101,23
E03,S24,A20,102,122,20
E03,S24,A20,123,145,22
E03,S24,A20,146,167,21
E03,S24,A20,168,191,23
E03,S24,A20,192,213,21
E03,S24,A20,214,236,22
E03,S24,A20,237,259,22
E03,S24,A20,260,283,23
E03,S24,A21,6,32,26
E03,S24,A21,33,53,20
E03,S24,A21,54,73,19
E03,S24,A21,74,94,20
E03,S24,A21,95,118,23
E03,S24,A21,119,138,19
E03,S24,A21,139,162,23
E03,S24,A21,163,183,20
E03,S24,A21,184,202,18
E03,S24,A21,203,227,24
E03,S24,A21,228,248,20
E03,S24,A21,249,269,20
E03,S24,A21,270,293,23
E03,S24,A22,2,21,19
E03,S24,A22,22,41,19
E03,S24,A22,42,60,18
E03,S24,A22,61,84,23
E03,S24,A22,85,105,20
E03,S24,A22,106,125,19
E03,S24,A22,126,147,21
E03,S24,A22,148,164,16
E03,S24,A22,165,183,18
E03,S24,A22,184,203,19
E03,S24,A22,204,225,21
E03,S24,A22,226,246,20
E03,S24,A22,247,265,18
E03,S24,A22,266,287,21
E03,S24,A23,7,23,16
E03,S24,A23,24,44,20
E03,S24,A23,45,63,18
E03,S24,A23,64,83,19
E03,S24,A23,84,104,20
E03,S24,A23,105,124,19
E03,S24,A23,125,141,16
E03,S24,A23,142,164,22
E03,S24,A23,165,184,19
E03,S24,A23,185,204,19
E03,S24,A23,205,226,21
E03,S24,A23,227,247,20
E03,S24,A23,248,269,21
E03,S24,A23,270,289,19
E03,S24,A24,9,23,14
E03,S24,A24,24,39,15
E03,S24,A24,40,56,16
E03,S24,A24,57,76,19
E03,S24,A24,77,92,15
E03,S24,A24,93,107,14
E03,S24,A24,108,123,15
E03,S24,A24,124,140,16
E03,S24,A24,141,154,13
E03,S24,A24,155,172,17
E03,S24,A24,173,185,12
E03,S24,A24,186,201,15
E03,S24,A24,202,215,13
E03,S24,A24,216,232,16
E03,S24,A24,233,249,16
E03,S24,A24,250,265,15
E03,S24,A24,266,281,15
E03,S24,A24,282,297,15
E03,S24,A25,2,17,15
E03,S24,A25,18,33,15
E03,S24,A25,34,51,17
E03,S24,A25,52,69,17
E03,S24,A25,70,83,13
E03,S24,A25,84,101,17
E03,S24,A25,102,117,15
E03,S24,A25,118,134,16
E03,S24,A25,135,150,15
E03,S24,A25,151,168,17
E03,S24,A25,169,185,16
E03,S24,A25,186,199,13
E03,S24,A25,200,215,15
E03,S24,A25,216,235,19
E03,S24,A25,236,249,13
E03,S24,A25,250,270,20
E03,S24,A25,271,286,15
E03,S24,A26,2,12,10
E03,S24,A26,13,23,10
E03,S24,A26,24,34,10
E03,S24,A26,35,45,10
E03,S24,A26,46,56,10
E03,S24,A26,67,77,10
E03,S24,A26,88,98,10
E03,S24,A26,99,109,10
E03,S24,A26,110,120,10
E03,S24,A26,121,131,10
E03,S24,A26,132,142,10
E03,S24,A26,143,153,10
E03,S24,A26,154,164,10
E03,S24,A26,165,175,10
E03,S24,A26,176,186,10
E03,S24,A26,187,197,10
E03,S24,A26,198,208,10
E03,S24,A26,209,219,10
E03,S24,A26,220,231,11
E03,S24,A26,232,242,10
E03,S24,A26,243,253,10
E03,S24,A26,254,264,10
E03,S24,A26,265,275,10
E03,S24,A26,276,286,10
E03,S24,A26,287,297,10
E03,S24,A27,9,32,23
E03,S24,A27,33,52,19
E03,S24,A27,53,73,20
E03,S24,A27,74,95,21
E03,S24,A27,128,148,20
E03,S24,A27,149,176,27
E03,S24,A27,177,198,21
E03,S24,A27,199,222,23
E03,S24,A27,223,245,22
E03,S24,A27,246,265,19
E03,S24,A27,266,285,19
E03,S25,A04,5,19,14
E03,S25,A04,20,34,14
E03,S25,A04,35,49,14
E03,S25,A04,50,65,15
E03,S25,A04,66,80,14
E03,S25,A04,81,95,14
E03,S25,A04,96,111,15
E03,S25,A04,112,126,14
E03,S25,A04,127,142,15
E03,S25,A04,143,158,15
E03,S25,A04,159,174,15
E03,S25,A04,175,190,15
E03,S25,A04,191,206,15
E03,S25,A04,207,222,15
E03,S25,A04,223,238,15
E03,S25,A04,239,254,15
E03,S25,A04,255,270,15
